car,label,charges
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_33.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_397.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_187.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_151.csv
exp2_20x3E_3#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3E-3#-1C-100_158.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-300_338.csv
exp2_20x3_4#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-4#-1C-100_188.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-300_326.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-200_57.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-200_386.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-300_282.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-200_82.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_14.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-100_245.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-200_308.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_78.csv
exp2_20x3_1#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-1#-1C-100_278.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-300_24.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_253.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-200_199.csv
exp2_20x3_4#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-4#-1C-100_234.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_94.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_54.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_35.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_170.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_382.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-200_152.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-100_33.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-200_371.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-100_314.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_63.csv
exp2_20x3_1#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-1#-1C-100_246.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-200_162.csv
exp2_20x3_4#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-4#-1C-100_393.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_199.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_313.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_230.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-100_51.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_8.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_100.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_25.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-100_388.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-100_131.csv
exp2_20x3_4#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-4#-1C-100_260.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-300_145.csv
exp2_20x3_1#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-1#-1C-100_363.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_370.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-200_77.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-300_385.csv
exp2_20x3_1#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-1#-1C-100_328.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-100_150.csv
exp2_20x3_4#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-4#-1C-100_296.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_103.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_1.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_248.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_225.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-200_167.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_270.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-200_23.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-200_48.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_172.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-300_142.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-100_75.csv
exp2_20x3E_3#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3E-3#-1C-100_299.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_86.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-300_387.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-100_277.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-200_302.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_311.csv
exp2_20x3_4#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-4#-1C-100_341.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-200_31.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-100_237.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_185.csv
exp2_20x3_1#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-1#-1C-100_239.csv
exp2_20x3_4#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-4#-1C-100_51.csv
exp2_ref_7#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-7#-1C-100_292.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_317.csv
exp2_20x3_6#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-6#-1C-100_133.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-200_124.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_249.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_43.csv
exp2_20x3_5#,1,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/20x3-5#-1C-100_289.csv
exp2_ref_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_2/data/ref-5#-1C-100_265.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-35-68cycle_30.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_99.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压41-94_93.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_83.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_434.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_75.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_212.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_34.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压41-94_101.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_103.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_89.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_12.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_97.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_114.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_293.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_480.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_279.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_158.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_118.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_175.csv
exp3_CE01_SS100负_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-2#-加压35-75_95.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_40.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_588.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_189.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_142.csv
exp3_CE01_SS100负_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-2#-加压35-75_99.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_254.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_341.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_363.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_333.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_318.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_320.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_151.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_343.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_16.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_99.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_93.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_74.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_354.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_277.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_316.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_590.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_75.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_257.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_336.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_21.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_286.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_235.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_154.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_372.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_152.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压195-255_87.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_255.csv
exp3_CE01_SS100负_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-1#-加压循环1-6短路_2.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_256.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-340-440cycle_95.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_177.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100-240cycle_255.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_59.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_49.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_272.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_281.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_223.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_365.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_483.csv
exp3_CE01_SS100负_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-2#-加压1-34_96.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压95-194_4.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_662.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-35-68cycle_3.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_262.csv
exp3_CE01_SS100负_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-2#-加压1-34_67.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_360.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_308.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-121-160周_53.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压21-40_69.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_228.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_306.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-272-372cycle_127.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_680.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压195-255_82.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_393.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_104.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-35-68cycle_86.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-181-280cycle_286.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-1-100cycle_205.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-100周_111.csv
exp3_CE01_SS200负_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-2#-1-181cycle_351.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_172.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_358.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_320.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-121-160周_157.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_227.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-1-172cycle_434.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_230.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_29.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_35.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_54.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_15.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压41-94_128.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_237.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_82.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_286.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_182.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_401.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_173.csv
exp3_CE01_SS100负_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-2#-加压1-34_140.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-201-300周_368.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_244.csv
exp3_CE01_SS100负_4#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100负-4#-加压68-168cycle_10.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压41-94_165.csv
exp3_CE01_SS100正_3#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS100正-3#-120周_298.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-201-300cycle_145.csv
exp3_CE01_铝焊渣_2#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-铝焊渣-2#-172-272cycle_66.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_362.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_368.csv
exp3_CE01_PMMA200_5#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-5#-加压21-40_48.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_130.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-240-340cycle_268.csv
exp3_CE01_Cu100正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-Cu100正-5#_376.csv
exp3_CE01_PMMA200_7#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-PMMA200-7#-1-100cycle_119.csv
exp3_CE01_SS200正_2#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-2#-240-340cycle_308.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-100周_46.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-1-100cycle_178.csv
exp3_CE01_SS200正_1#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-1#-101-200周_180.csv
exp3_CE01_SS200负_3#,2,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200负-3#-101-200cycle_17.csv
exp3_CE01_SS200正_5#,0,/data/nfsdata/database/tsinghua_20230428/result/exp_3/data/CE01-SS200正-5#-101-200cycle_187.csv
